Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
2587,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,229,33,1,this.ApplicationContext
2589,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,229,33,1,this.ApplicationContext.Show();
2591,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,229,33,1,this.ApplicationContext.Show();
2593,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,216,9,27,"""
        /// <summary>
        ///  Provides the starting point for when the main application is ready to start runnin,
        ///  after the initialization is done.
        /// </summary>
        public void OnRun()
        {
            if (MainForm == null)
            {
                OnCreateMainForm();
                if (MainForm == null)
                {
                    throw new Exception('NoStartupForm');
                }
                MainForm.Load += MainForm"""
2595,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,216,9,27,"""
        /// <summary>
        ///  Provides the starting point for when the main application is ready to start runnin,
        ///  after the initialization is done.
        /// </summary>
        public void OnRun()
        {
            if (MainForm == null)
            {
                OnCreateMainForm();
                if (MainForm == null)
                {
                    throw new Exception('NoStartupForm');
                }
                MainForm.Load += MainForm"""
2597,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,242,17,1,System.Timers.Timer
2599,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,242,17,1,System.Timers.Timer
2601,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,244,17,1,List<string>
2603,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,244,17,1,List<string>
2605,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,42,1,object sender
2607,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,42,1,object sender
2609,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,57,1,EventArgs
2611,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,57,1,EventArgs
2613,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,57,1,EventArgs e
2615,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,57,1,EventArgs e
2617,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm"
2619,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm"
2621,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,30,1,MainFormLoadingDone
2623,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,30,1,MainFormLoadingDone
2625,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm.Load -= MainFormLoadingDone"
2627,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm.Load -= MainFormLoadingDone"
2629,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm.Load -= MainFormLoadingDone"
2631,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm.Load -= MainFormLoadingDone"
2633,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm.Load -= MainFormLoadingDone;"
2635,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,248,13,1,"            MainForm.Load -= MainFormLoadingDone;"
2637,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,249,21,1,m_Ok2CloseSplashScreen
2639,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,249,21,1,m_Ok2CloseSplashScreen
2641,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNot -> CSExpr"" does not have any transformation rule to apply.",CSNot,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,249,20,1,!m_Ok2CloseSplashScreen
2643,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNot,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,249,20,1,!m_Ok2CloseSplashScreen
2645,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,251,17,1,"                DoEvents"
2647,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,251,17,1,"                DoEvents"
2649,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,251,17,1,"                DoEvents()"
2651,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,251,17,1,"                DoEvents()"
2653,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,251,17,1,"                DoEvents();"
2655,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,251,17,1,"                DoEvents();"
2657,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,253,13,1,"            HideSplashScreen"
2659,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,253,13,1,"            HideSplashScreen"
2661,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,253,13,1,"            HideSplashScreen()"
2663,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,253,13,1,"            HideSplashScreen()"
2665,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,253,13,1,"            HideSplashScreen();"
2667,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,253,13,1,"            HideSplashScreen();"
2669,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,9,10,"""
        private void MainFormLoadingDone(object sende, EventArgs e)
        {
            MainForm.Load -= MainFormLoadingDone;
            while (!m_Ok2CloseSplashScreen)
            {
                DoEvents();
            }
            HideSplashScreen();
        }"""
2671,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,246,9,10,"""
        private void MainFormLoadingDone(object sende, EventArgs e)
        {
            MainForm.Load -= MainFormLoadingDone;
            while (!m_Ok2CloseSplashScreen)
            {
                DoEvents();
            }
            HideSplashScreen();
        }"""
2673,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"            this"
2675,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"            this"
2677,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"            this.Shutdown"
2679,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"            this.Shutdown"
2681,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMemberBinding -> CSExpr"" does not have any transformation rule to apply.",CSMemberBinding,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,27,1,.Invoke
2683,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMemberBinding,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,27,1,.Invoke
2685,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,35,1,this
2687,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,35,1,this
2689,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,35,1,this
2691,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,35,1,this
2693,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,41,1,EventArgs
2695,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,41,1,EventArgs
2697,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,41,1,EventArgs.Empty
2699,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,41,1,EventArgs.Empty
2701,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,41,1,EventArgs.Empty
2703,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,41,1,EventArgs.Empty
2705,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,27,1,""".Invoke(thi, EventArgs.Empty)"""
2707,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,27,1,""".Invoke(thi, EventArgs.Empty)"""
2709,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCondAccess -> CSExpr"" does not have any transformation rule to apply.",CSCondAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"""            this.Shutdown?.Invoke(thi, EventArgs.Empty)"""
2711,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCondAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"""            this.Shutdown?.Invoke(thi, EventArgs.Empty)"""
2713,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"""            this.Shutdown?.Invoke(thi, EventArgs.Empty);"""
2715,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,264,13,1,"""            this.Shutdown?.Invoke(thi, EventArgs.Empty);"""
2717,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,262,9,11,"""


        /// <summary>
        /// allows for code to run when the application
        ///     shuts down.
        /// </summary>
        protected virtual void OnShutdown()
        {
            this.Shutdown?.Invoke(thi, EventArgs.Empty);
        }"""
2719,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,262,9,11,"""


        /// <summary>
        /// allows for code to run when the application
        ///     shuts down.
        /// </summary>
        protected virtual void OnShutdown()
        {
            this.Shutdown?.Invoke(thi, EventArgs.Empty);
        }"""
2721,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,274,42,1,StartupEventArgs
2723,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,274,42,1,StartupEventArgs
2725,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,274,42,1,StartupEventArgs eventArgs
2727,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,274,42,1,StartupEventArgs eventArgs
2729,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs"
2731,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs"
2733,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel"
2735,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel"
2737,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,32,1,false
2739,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,32,1,false
2741,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel = false"
2743,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel = false"
2745,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel = false"
2747,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel = false"
2749,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel = false;"
2751,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,276,13,1,"            eventArgs.Cancel = false;"
2753,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this"
2755,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this"
2757,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this.Startup"
2759,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,13,6,"            //if (m_TurnOnNetworkListener & (m_NetworkObject == null))
            //{
            //    m_NetworkObject = new Network();
            //    m_NetworkObject.NetworkAvailabilityChanged += NetworkAvailableEventAdaptor;
            // }
            this.Startup"
2761,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMemberBinding -> CSExpr"" does not have any transformation rule to apply.",CSMemberBinding,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,26,1,.Invoke
2763,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMemberBinding,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,26,1,.Invoke
2765,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,34,1,this
2767,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,34,1,this
2769,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,34,1,this
2771,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,34,1,this
2773,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,40,1,eventArgs
2775,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,282,40,1,eventArgs
